path	capture	last_modified	etag	server
www.ramsoft.bbk.org/images/mda-2.gif	20070111010335	Fri, 28 Jul 2000 18:25:40 GMT	"2f7457-1506-3981d024"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/images/minitv.jpg	20060508113816	Fri, 28 Jul 2000 18:25:28 GMT	"2f745c-1af1-3981d018"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/images/mtzx2.gif	20060508113652	Fri, 28 Jul 2000 18:25:30 GMT	"2f7439-8b5-3981d01a"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/images/nmi2.gif	20070111010451	Fri, 28 Jul 2000 18:25:40 GMT	"2f746b-22b3-3981d024"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/images/nmi3made.gif	20070107020743	Fri, 28 Jul 2000 18:25:41 GMT	"2f7448-cac-3981d025"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/images/overscan.gif	20070111010343	Fri, 28 Jul 2000 18:25:41 GMT	"2f7443-ac7-3981d025"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/images/rage1.png	20070111010442	Fri, 28 Jul 2000 18:25:41 GMT	"2f743d-9a3-3981d025"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/images/rage2.png	20070111010352	Fri, 28 Jul 2000 18:25:41 GMT	"2f744c-62f-3981d025"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/images/shock.gif	20070107020904	Fri, 28 Jul 2000 18:25:41 GMT	"2f7450-11da-3981d025"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/images/sinclogo.gif	20060508113823	Fri, 28 Jul 2000 18:25:28 GMT	"2f7442-312-3981d018"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/images/tabout.gif	20070106222735	Fri, 28 Jul 2000 18:25:33 GMT	"2f7462-2d4-3981d01d"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/images/tdemos.gif	20070106222624	Fri, 28 Jul 2000 18:25:33 GMT	"2f743c-245-3981d01d"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/images/templogo2.jpg	20070106222543	Fri, 28 Jul 2000 18:25:44 GMT	"2f7471-3721-3981d028"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/images/tgallery.gif	20070106222534	Fri, 28 Jul 2000 18:25:33 GMT	"2f7438-27c-3981d01d"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/images/there.gif	20061210141948	Fri, 28 Jul 2000 18:25:42 GMT	"2f744f-1ba2-3981d026"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/images/tlinks.gif	20070106222701	Fri, 28 Jul 2000 18:25:33 GMT	"2f7464-1d5-3981d01d"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/images/tlkwatch.jpg	20060508113810	Fri, 28 Jul 2000 18:25:28 GMT	"2f7472-1a65-3981d018"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/images/tmtzx.gif	20070106222632	Fri, 28 Jul 2000 18:25:33 GMT	"2f7470-2fb-3981d01d"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/images/trspec.gif	20061211213747	Fri, 28 Jul 2000 18:25:42 GMT	"2f7447-3a9-3981d026"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/images/ttech.gif	20061211214039	Fri, 28 Jul 2000 18:25:33 GMT	"2f7449-2c7-3981d01d"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/images/uflag.gif	20070106222744	Fri, 28 Jul 2000 18:25:34 GMT	"2f7452-77-3981d01e"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/images/ul.gif	20070106043322	Fri, 28 Jul 2000 18:25:32 GMT	"2f7458-4f-3981d01c"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/images/ur.gif	20060805170723	Fri, 28 Jul 2000 18:25:32 GMT	"2f743f-4f-3981d01c"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/images/varese2003.jpg	20070106222610	Wed, 09 Apr 2003 18:19:07 GMT	"2f7476-1800-3e94641b"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/images/wingui.gif	20060508113640	Thu, 11 Oct 2001 14:46:20 GMT	"2f745f-2626-3bc5b0bc"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/index.html	20080222104410	Sat, 07 Apr 2007 20:50:56 GMT	"57eba-1674-46180430"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-22
www.ramsoft.bbk.org/italia.html	20080509075640	Tue, 30 Dec 2003 02:24:55 GMT	"57ebb-a5b-3ff0e1f7"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-22
www.ramsoft.bbk.org/links.html	20080526054106	Tue, 04 Oct 2005 10:10:39 GMT	"57ebc-19d9-4342551f"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-22
www.ramsoft.bbk.org/maketzx.html	20080923184940	Fri, 01 Aug 2003 12:36:55 GMT	"57ebe-61f5-3f2a5ee7"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-22
www.ramsoft.bbk.org/mgtfiles.html	20030301095251	Fri, 28 Jul 2000 18:32:11 GMT	"4feff-5104-3981d1ab"	Apache/1.3.22 (Unix)  (Red-Hat/Linux) mod_ssl/2.8.5 OpenSSL/0.9.6b DAV/1.0.2 PHP/4.0.6 mod_perl/1.24_01
www.ramsoft.bbk.org/mtzx2.gif	20070717175857	Fri, 28 Jul 2000 18:32:01 GMT	"57ec1-8b5-3981d1a1"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/mtzxman.htm	20080920145826	Fri, 01 Aug 2003 12:18:46 GMT	"57ec0-1c856-3f2a5aa6"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-22
www.ramsoft.bbk.org/pdx99.html	20080514034355	Sun, 27 Jan 2002 11:52:45 GMT	"57ec3-d99-3c53ea0d"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-22
www.ramsoft.bbk.org/realspec.html	20081016081659	Wed, 23 Aug 2006 12:11:04 GMT	"57ec5-693c-44ec45d8"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-22
www.ramsoft.bbk.org/rs32.txt	20081017084329	Mon, 16 May 2005 11:02:21 GMT	"57ed2-1f01-42887dbd"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-22
www.ramsoft.bbk.org/rspecman_ita.html	20080514110029	Sun, 24 Dec 2000 15:30:15 GMT	"57ec8-1c1b5-3a461687"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-22
www.ramsoft.bbk.org/rspecman.html	20081028172259	Tue, 04 Oct 2005 10:11:14 GMT	"57ec7-2e0a7-43425542"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-22
www.ramsoft.bbk.org/rzx.html	20080509164637	Wed, 29 Oct 2003 23:46:26 GMT	"57ec9-1abd-3fa05152"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-22
www.ramsoft.bbk.org/rzxdiag.png	20070105003947	Wed, 29 Oct 2003 23:46:28 GMT	"57eca-244b-3fa05154"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/rzxform.html	20080705124004	Thu, 03 Mar 2005 10:30:38 GMT	"57ecb-9cda-4226e74e"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-22
www.ramsoft.bbk.org/software.html	20080509124501	Fri, 28 Jul 2000 17:59:13 GMT	"57ecc-dea-3981c9f1"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-22
www.ramsoft.bbk.org/software/ami-csw130.zip	20070717180113	Fri, 28 Jul 2000 18:30:39 GMT	"72e376-e7ea-3981d14f"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/software/ami-mtzx231.zip	20070717180028	Wed, 04 Jul 2001 16:24:29 GMT	"72e36b-1fc6c-3b43433d"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/software/csdpmi4b.zip	20060508120855	Fri, 28 Jul 2000 18:29:41 GMT	"72e37e-a222-3981d115"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/software/csw130.tgz	20070717180216	Fri, 28 Jul 2000 18:30:59 GMT	"72e374-29d5e-3981d163"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/software/csw200.zip	20070717180300	Fri, 01 Aug 2003 12:04:24 GMT	"72e387-1f27b-3f2a5748"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/software/gui012.zip	20070717180352	Fri, 28 Jul 2000 18:30:34 GMT	"72e381-2c18a-3981d14a"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/software/mtzx1021b.tgz	20070717180335	Fri, 28 Jul 2000 18:26:21 GMT	"72e372-12300-3981d04d"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/software/mtzx1021s.zip	20070717180102	Fri, 28 Jul 2000 18:30:11 GMT	"72e379-6437-3981d133"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/software/mtzx230.tgz	20061219063339	Fri, 28 Jul 2000 18:31:21 GMT	"72e378-38e33-3981d179"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/software/mtzx231.tgz	20070717180417	Mon, 02 Jul 2001 22:51:44 GMT	"72e36f-42ae1-3b40fb00"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/software/mtzx233.zip	20070717180239	Fri, 01 Aug 2003 12:17:31 GMT	"72e383-2d0d9-3f2a5a5b"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/software/mtzx233w.zip	20070717180008	Fri, 01 Aug 2003 12:17:44 GMT	"72e386-24a80-3f2a5a68"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/software/mtzxwgui050beta.zip	20070717180156	Wed, 04 Jul 2001 13:50:25 GMT	"72e375-2ff85-3b431f21"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/tech.html	20080509075310	Sun, 02 Jul 2006 12:05:23 GMT	"57ecd-2d10-44a7b683"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-22
www.ramsoft.bbk.org/tech/aylpt.txt	20080509164330	Fri, 23 Feb 2001 22:44:22 GMT	"416fcd-161b-3a96e7c6"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-22
www.ramsoft.bbk.org/tech/floatspy.zip	20070214120309	Fri, 26 Apr 2002 23:13:44 GMT	"416fd0-a48-3cc9df28"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/tech/mgt_tech.txt	20080514125600	Fri, 30 Jan 2004 19:32:02 GMT	"416fd1-ed7e-401ab132"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-22
www.ramsoft.bbk.org/tech/romload.zip	20070808150558	Fri, 28 Jul 2000 18:31:48 GMT	"416fcc-1b35-3981d194"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/tech/rs-hdf.txt	20081016212030	Fri, 16 Mar 2001 23:11:24 GMT	"416fc6-840-3ab29d9c"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-22
www.ramsoft.bbk.org/tech/rzx-sdk.zip	20070106083326	Mon, 05 Aug 2002 13:28:29 GMT	"416fcf-7171-3d4e7d7d"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/tech/spdlock.zip	20070808150700	Fri, 28 Jul 2000 18:31:49 GMT	"416fc7-59e9-3981d195"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/tech/st11fmt.zip	20070808150541	Fri, 28 Jul 2000 18:31:51 GMT	"416fc9-737-3981d197"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/tech/tr-info.zip	20070808150548	Fri, 28 Jul 2000 18:31:58 GMT	"416fcb-fc4-3981d19e"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/tzxform.html	20080509075824	Sat, 26 Mar 2005 13:51:17 GMT	"57ed5-1687f-424568d5"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-22
www.ramsoft.bbk.org/wave.gif	20070214044917	Sun, 21 Sep 2003 12:24:14 GMT	"57ed4-f52-3f6d986e"	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
